edge_id,val_action_mse,num_examples,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit,repair_score,repair_reason,bank_edge_id,is_repair_edge
22,0.05082293848196665,3,7,9,36,14,24,24,8,10.0,9.61111111111111,10,36,14,2.571428571428572,36,128,128,128,-0.5609756097560942,0.010105,0.01447,0.5426091782944411,0.8979178206761399,0.8979178206761399,10.204124145231932,unique_starts,,,,False
23,0.0648820549249649,4,7,26,240,14,79,56,1,8.0,7.3375,10,240,14,17.142857142857142,240,319,319,319,-0.1413237924865829,0.010105,0.00467,0.5426091782944411,0.6157022221184753,0.6157022221184753,8.112508790092603,unique_starts,,,,False
24,0.06865697416166465,6,7,27,832,31,183,219,1,6.0,6.152644230769231,10,832,31,26.83870967741936,832,626,626,626,0.1412894375857337,0.010105,0.00359,0.5426091782944411,1.2483050882681392,1.2483050882681392,6.073922127095457,unique_starts,,,,False
25,0.04217737913131714,1,8,6,98,25,53,55,7,10.0,9.33673469387755,10,98,25,3.92,98,33,33,33,0.4961832061068664,0.00467,0.010255,0.442781173300534,0.4942256235210543,0.4942256235210543,10.13736056394869,unique_starts,,,,False
26,0.04370823103934526,25,8,7,1911,50,382,334,1,7.0,6.5646258503401365,10,1911,50,38.22,1911,2059,2059,2059,-0.0372795969773299,0.00467,0.010105,0.442781173300534,0.5426091782944411,0.5426091782944411,7.051164451009665,unique_starts,,,,False
27,0.06597761392948173,21,8,9,2161,43,394,379,1,7.0,6.850069412309116,10,2161,43,50.25581395348837,2161,2461,2461,2461,-0.0649069666810904,0.00467,0.01447,0.442781173300534,0.8979178206761399,0.8979178206761399,7.050379272185988,unique_starts,,,,False
30,0.14632198383862322,11,8,27,707,31,174,178,1,8.0,7.620933521923621,10,707,31,22.806451612903224,707,156,156,156,0.6384704519119343,0.00467,0.00359,0.442781173300534,1.2483050882681392,1.2483050882681392,8.07580980435789,unique_starts,,,,False
32,0.09558598821361859,3,9,7,128,34,72,74,7,10.0,9.40625,10,128,34,3.764705882352941,128,36,36,36,0.5609756097560942,0.01447,0.010105,0.8979178206761399,0.5426091782944411,0.8979178206761399,10.117851130197758,unique_starts,,,,False
33,0.0697658346616663,32,9,8,2461,59,466,439,1,7.0,6.68061763510768,10,2461,59,41.71186440677966,2461,2161,2161,2161,0.0649069666810904,0.01447,0.00467,0.8979178206761399,0.442781173300534,0.8979178206761399,7.046324105461208,unique_starts,,,,False
34,0.1158051122802981,86,9,10,6723,66,1315,1179,1,7.0,6.74282314442957,10,6723,66,101.86363636363636,6723,7588,7588,7588,-0.0604430158619243,0.01447,0.010545,0.8979178206761399,0.6435638621308869,0.8979178206761399,7.027576371656987,unique_starts,,,,False
35,0.023524222895503044,1,9,11,46,19,31,31,8,10.0,9.608695652173912,10,46,19,2.421052631578948,46,135,135,135,-0.4917127071823177,0.01447,0.00518,0.8979178206761399,0.4773074013808554,0.8979178206761399,10.179605302026776,unique_starts,,,,False
37,0.07925472222268581,4,9,29,295,19,139,60,1,5.0,5.389830508474576,10,295,19,15.526315789473683,295,358,358,358,-0.0964777947932617,0.01447,0.001155,0.8979178206761399,0.6535390451973578,0.8979178206761399,5.084818892967997,unique_starts,,,,False
38,0.04875883460044861,1,10,8,103,29,60,59,7,10.0,9.41747572815534,10,103,29,3.5517241379310347,103,67,67,67,0.2117647058823517,0.010545,0.00467,0.6435638621308869,0.442781173300534,0.6435638621308869,10.12909944487358,unique_starts,,,,False
39,0.10337769061719117,95,10,9,7588,80,1341,1471,1,7.0,6.663811280969952,10,7588,80,94.85,7588,6723,6723,6723,0.0604430158619243,0.010545,0.01447,0.6435638621308869,0.8979178206761399,0.8979178206761399,7.027307730683968,unique_starts,,,,False
40,0.06308540193519245,24,10,11,1969,37,337,358,1,7.0,6.911630269172169,10,1969,37,53.21621621621622,1969,2237,2237,2237,-0.0637184973846885,0.010545,0.00518,0.6435638621308869,0.4773074013808554,0.6435638621308869,7.054473471070285,unique_starts,,,,False
42,0.0629740623491151,7,10,29,253,16,73,70,1,8.0,7.407114624505929,10,253,16,15.8125,253,163,163,163,0.2163461538461533,0.010545,0.001155,0.6435638621308869,0.6535390451973578,0.6535390451973578,8.117041147196131,unique_starts,,,,False
43,0.06239647325128317,4,11,9,135,34,75,76,7,10.0,9.414814814814816,10,135,34,3.9705882352941178,135,46,46,46,0.4917127071823177,0.00518,0.01447,0.4773074013808554,0.8979178206761399,0.8979178206761399,10.115470053837925,unique_starts,,,,False
44,0.05799639953131026,11,11,10,2237,56,406,429,1,7.0,6.588734912829683,10,2237,56,39.94642857142857,2237,1969,1969,1969,0.0637184973846885,0.00518,0.010545,0.4773074013808554,0.6435638621308869,0.6435638621308869,7.049629166698547,unique_starts,,,,False
45,0.11563689474548612,14,11,12,1112,26,253,182,1,7.0,6.705035971223022,10,1112,26,42.76923076923077,1112,1680,1680,1680,-0.2034383954154727,0.00518,0.01313,0.4773074013808554,0.4343780295618495,0.4773074013808554,7.062869461346193,unique_starts,,,,False
48,0.190095121661822,12,11,31,945,27,206,181,1,7.0,6.3883597883597885,10,945,27,35.0,945,604,604,604,0.2201420271142671,0.00518,0.00336,0.4773074013808554,0.7038170681089723,0.7038170681089723,7.0696733014291615,unique_starts,,,,False
49,0.058525742031633854,8,11,32,348,15,85,94,2,8.0,7.718390804597701,10,348,15,23.2,348,782,782,782,-0.3840707964601766,0.00518,0.007805,0.4773074013808554,0.5472985106568845,0.5472985106568845,8.108465228909328,unique_starts,,,,False
50,0.04449848489214977,3,12,10,83,26,45,53,7,10.0,9.325301204819278,10,83,26,3.1923076923076925,83,17,17,17,0.6599999999999935,0.01313,0.010545,0.4343780295618495,0.6435638621308869,0.6435638621308869,10.149071198499986,unique_starts,,,,False
51,0.05581153562913339,15,12,11,1680,46,303,353,1,7.0,6.4696428571428575,10,1680,46,36.52173913043478,1680,1112,1112,1112,0.2034383954154727,0.01313,0.00518,0.4343780295618495,0.4773074013808554,0.4773074013808554,7.057448498962143,unique_starts,,,,False
52,0.13433799482555242,57,12,13,4827,38,970,834,1,7.0,6.727988398591258,10,4827,38,127.02631578947368,4827,5022,5022,5022,-0.0197989643618641,0.01313,0.005725,0.4343780295618495,0.2678688245195004,0.4343780295618495,7.0321080649533965,unique_starts,,,,False
53,0.07090484268135494,9,12,31,202,12,69,45,1,8.0,7.391089108910891,10,202,12,16.833333333333332,202,4,0,0,0.9999999999999952,0.01313,0.00336,0.4343780295618495,0.7038170681089723,0.7038170681089723,8.12038585308577,unique_starts,,,,False
54,0.11565105185251344,11,12,32,848,28,199,200,1,7.0,6.442216981132075,10,848,28,30.285714285714285,848,1372,1372,1372,-0.2360360360360359,0.01313,0.007805,0.4343780295618495,0.5472985106568845,0.5472985106568845,7.070888120500833,unique_starts,,,,False
57,0.09913922138160693,53,13,12,5022,46,865,1032,1,7.0,6.707287933094385,10,5022,46,109.17391304347828,5022,4827,4827,4827,0.0197989643618641,0.005725,0.01313,0.2678688245195004,0.4343780295618495,0.4343780295618495,7.034001020045903,unique_starts,,,,False
59,0.08730615489184856,2,13,33,250,7,56,41,1,7.0,6.468,10,250,7,35.714285714285715,250,766,766,766,-0.507874015748031,0.005725,0.00316,0.2678688245195004,0.586989255123132,0.586989255123132,7.133630620956212,unique_starts,,,,False
61,0.0943973921239376,6,26,5,216,13,65,62,1,8.0,7.671296296296297,10,216,13,16.615384615384617,216,417,417,417,-0.3175355450236962,0.00467,0.00468,0.6157022221184753,0.2972332506137532,0.6157022221184753,8.124034734589209,unique_starts,,,,False
62,0.13588824309408665,6,26,6,884,27,196,177,1,6.0,6.23868778280543,10,884,27,32.74074074074074,884,837,837,837,0.0273097036606623,0.00467,0.010255,0.6157022221184753,0.4942256235210543,0.6157022221184753,6.071428571428571,unique_starts,,,,False
63,0.17493916675448418,3,26,7,319,17,80,85,1,8.0,7.683385579937304,10,319,17,18.764705882352946,319,240,240,240,0.1413237924865829,0.00467,0.010105,0.6157022221184753,0.5426091782944411,0.6157022221184753,8.11180339887499,unique_starts,,,,False
65,0.050218145549297336,5,26,27,537,17,122,97,1,6.0,6.126629422718808,10,537,17,31.58823529411765,537,901,901,901,-0.2531293463143252,0.00467,0.00359,0.6157022221184753,1.2483050882681392,1.2483050882681392,6.090535746042519,unique_starts,,,,False
66,0.06494409404695034,23,26,46,1774,37,348,335,1,7.0,6.865839909808343,10,1774,37,47.94594594594594,1774,1130,1130,1130,0.2217630853994489,0.00467,0.01195,0.6157022221184753,1.1664980998843535,1.1664980998843535,7.05360562674189,unique_starts,,,,False
67,0.03565302165225148,4,26,47,222,12,63,58,2,8.0,7.63063063063063,10,222,12,18.5,222,153,153,153,0.1839999999999995,0.00467,0.009835,0.6157022221184753,0.658386063454484,0.658386063454484,8.125988157669742,unique_starts,,,,False
69,0.14809293746948243,5,27,6,329,20,76,109,1,8.0,7.246200607902735,10,329,20,16.45,329,100,100,100,0.5337995337995325,0.00359,0.010255,1.2483050882681392,0.4942256235210543,1.2483050882681392,8.11470786693528,unique_starts,,,,False
70,0.08149597953472819,7,27,7,626,24,152,144,1,6.0,6.103833865814696,10,626,24,26.08333333333333,626,832,832,832,-0.1412894375857337,0.00359,0.010105,1.2483050882681392,0.5426091782944411,1.2483050882681392,6.081110710565381,unique_starts,,,,False
71,0.07666442170739174,4,27,8,156,11,43,50,2,8.0,7.858974358974359,10,156,11,14.181818181818182,156,707,707,707,-0.6384704519119343,0.00359,0.00467,1.2483050882681392,0.442781173300534,1.2483050882681392,8.152498570332604,unique_starts,,,,False
72,0.06988189074521263,12,27,26,901,29,190,169,1,6.0,6.228634850166482,10,901,29,31.06896551724138,901,537,537,537,0.2531293463143252,0.00359,0.00467,1.2483050882681392,0.6157022221184753,1.2483050882681392,6.072547625011001,unique_starts,,,,False
73,0.03767361156642437,5,27,46,227,16,70,64,2,8.0,7.762114537444934,10,227,16,14.1875,227,106,106,106,0.3633633633633622,0.00359,0.01195,1.2483050882681392,1.1664980998843535,1.2483050882681392,8.11952286093344,unique_starts,,,,False
74,0.0730905233649537,16,27,47,1222,27,241,227,1,7.0,6.8919803600654665,10,1222,27,45.25925925925926,1222,435,435,435,0.4749547374773685,0.00359,0.009835,1.2483050882681392,0.658386063454484,1.2483050882681392,7.064415662640083,unique_starts,,,,False
75,0.016610249876976013,1,29,7,12,5,8,8,8,10.0,9.583333333333334,10,12,5,2.4,12,0,0,0,0.9999999999999166,0.001155,0.010105,0.6535390451973578,0.5426091782944411,0.6535390451973578,10.353553390593271,unique_starts,,,,False
76,0.11096677603200078,4,29,8,329,15,81,84,1,8.0,7.164133738601824,10,329,15,21.933333333333334,329,51,51,51,0.7315789473684191,0.001155,0.00467,0.6535390451973578,0.442781173300534,0.6535390451973578,8.11111111111111,unique_starts,,,,False
77,0.035995062440633774,1,29,9,358,20,94,103,1,6.0,5.723463687150838,10,358,20,17.9,358,295,295,295,0.0964777947932617,0.001155,0.01447,0.6535390451973578,0.8979178206761399,0.8979178206761399,6.10314212462588,unique_starts,,,,False
78,0.06351779075339437,8,29,10,163,10,32,60,2,7.0,7.184049079754601,10,163,10,16.3,163,253,253,253,-0.2163461538461533,0.001155,0.010545,0.6535390451973578,0.6435638621308869,0.6535390451973578,7.1767766952966365,unique_starts,,,,False
81,0.08861260116100311,1,31,9,17,7,12,12,9,10.0,9.705882352941176,10,17,7,2.4285714285714284,17,0,0,0,0.9999999999999412,0.00336,0.01447,0.7038170681089723,0.8979178206761399,0.8979178206761399,10.288675134594811,unique_starts,,,,False
82,0.09288752989636527,9,31,10,625,29,158,157,1,8.0,7.4528,10,625,29,21.55172413793104,625,0,0,0,0.9999999999999984,0.00336,0.010545,0.7038170681089723,0.6435638621308869,0.7038170681089723,8.079555728417573,unique_starts,,,,False
83,0.1515287682414055,5,31,11,604,25,144,141,1,6.0,5.776490066225166,10,604,25,24.16,604,945,945,945,-0.2201420271142671,0.00336,0.00518,0.7038170681089723,0.4773074013808554,0.7038170681089723,6.083333333333333,unique_starts,,,,False
84,0.046406589448451996,1,31,29,33,7,17,17,7,9.0,9.151515151515152,10,33,7,4.714285714285714,33,7,7,7,0.6499999999999837,0.00336,0.001155,0.7038170681089723,0.6535390451973578,0.7038170681089723,9.242535625036332,unique_starts,,,,False
85,0.14302321316467392,9,31,32,758,15,144,142,1,7.0,6.5,10,758,15,50.53333333333333,758,1641,1641,1641,-0.3680700291788243,0.00336,0.007805,0.7038170681089723,0.5472985106568845,0.7038170681089723,7.083333333333333,unique_starts,,,,False
86,0.27751025557518005,3,31,52,58,7,20,23,4,9.0,8.379310344827585,10,58,7,8.285714285714286,58,12,12,12,0.6571428571428478,0.00336,0.00558,0.7038170681089723,0.5689117131441633,0.7038170681089723,9.223606797749978,unique_starts,,,,False
87,0.048191457986831665,1,32,10,47,15,29,28,8,10.0,9.48936170212766,10,47,15,3.1333333333333333,47,0,0,0,0.9999999999999788,0.007805,0.010545,0.5472985106568845,0.6435638621308869,0.6435638621308869,10.185695338177052,unique_starts,,,,False
88,0.06669731610096417,13,32,11,782,45,228,211,1,8.0,7.817135549872122,10,782,45,17.377777777777776,782,348,348,348,0.3840707964601766,0.007805,0.00518,0.5472985106568845,0.4773074013808554,0.5472985106568845,8.066226617853252,unique_starts,,,,False
89,0.08339036845912536,12,32,12,1372,47,327,309,1,6.0,6.215014577259475,10,1372,47,29.19148936170213,1372,848,848,848,0.2360360360360359,0.007805,0.01313,0.5472985106568845,0.4343780295618495,0.5472985106568845,6.055300126360933,unique_starts,,,,False
91,0.054571345241533384,18,32,31,1641,40,346,276,1,7.0,6.6240097501523465,10,1641,40,41.025,1641,758,758,758,0.3680700291788243,0.007805,0.00336,0.5472985106568845,0.7038170681089723,0.7038170681089723,7.053760333057047,unique_starts,,,,False
92,0.050848573446273804,4,32,33,266,10,70,56,1,7.0,6.2556390977443606,10,266,10,26.6,266,1310,1310,1310,-0.6624365482233499,0.007805,0.00316,0.5472985106568845,0.586989255123132,0.586989255123132,7.119522860933439,unique_starts,,,,False
93,0.12769510795672734,15,32,52,1051,25,227,184,1,7.0,6.647002854424358,10,1051,25,42.04,1051,1615,1615,1615,-0.2115528882220554,0.007805,0.00558,0.5472985106568845,0.5689117131441633,0.5689117131441633,7.0663723311599975,unique_starts,,,,False
94,0.0792441600933671,8,32,53,306,17,85,82,1,8.0,7.73202614379085,10,306,17,18.0,306,741,741,741,-0.4154727793696271,0.007805,0.00707,0.5472985106568845,0.6145816993069612,0.6145816993069612,8.108465228909328,unique_starts,,,,False
95,0.03151918202638626,1,33,11,27,6,14,14,7,10.0,9.296296296296296,10,27,6,4.5,27,0,0,0,0.999999999999963,0.00316,0.00518,0.586989255123132,0.4773074013808554,0.586989255123132,10.267261241912424,unique_starts,,,,False
96,0.09437910757131046,9,33,12,690,31,173,170,1,8.0,7.6,10,690,31,22.258064516129032,690,24,24,24,0.9327731092436962,0.00316,0.01313,0.586989255123132,0.4343780295618495,0.586989255123132,8.07602859212697,unique_starts,,,,False
97,0.09982033984528647,9,33,13,766,20,176,130,1,7.0,6.655352480417754,10,766,20,38.3,766,250,250,250,0.507874015748031,0.00316,0.005725,0.586989255123132,0.2678688245195004,0.586989255123132,7.075377836144441,unique_starts,,,,False
99,0.1094504994340241,20,33,32,1310,42,286,282,1,7.0,6.382442748091603,10,1310,42,31.19047619047619,1310,266,266,266,0.6624365482233499,0.00316,0.007805,0.586989255123132,0.5472985106568845,0.586989255123132,7.0591312395989085,unique_starts,,,,False
100,0.0974496528506279,1,33,53,245,7,41,62,1,6.0,6.1755102040816325,10,245,7,35.0,245,2430,2430,2430,-0.8168224299065417,0.00316,0.00707,0.586989255123132,0.6145816993069612,0.6145816993069612,6.156173761888606,unique_starts,,,,False
103,0.0711829446372576,16,46,26,1130,23,205,227,1,7.0,6.87787610619469,10,1130,23,49.130434782608695,1130,1774,1774,1774,-0.2217630853994489,0.01195,0.00467,1.1664980998843535,0.6157022221184753,1.1664980998843535,7.069843029576957,unique_starts,,,,False
104,0.03128587082028389,4,46,27,106,6,29,32,3,8.5,8.150943396226415,10,106,6,17.666666666666668,106,227,227,227,-0.3633633633633622,0.01195,0.00359,1.1664980998843535,1.2483050882681392,1.2483050882681392,8.685695338177052,unique_starts,,,,False
105,0.13187310621142387,85,46,47,5614,54,1117,1100,1,7.0,6.62326327039544,10,5614,54,103.96296296296296,5614,5678,5678,5678,-0.0056677293659227,0.01195,0.009835,1.1664980998843535,0.658386063454484,1.1664980998843535,7.02992081462322,unique_starts,,,,False
106,0.048466980183387506,17,46,67,570,33,185,142,1,8.0,7.133333333333334,10,570,33,17.272727272727273,570,152,152,152,0.5789473684210518,0.01195,0.003255,1.1664980998843535,0.6414720104863385,1.1664980998843535,8.073521462209381,unique_starts,,,,False
109,0.1037316545844078,4,47,26,153,8,37,39,1,8.0,7.42483660130719,10,153,8,19.125,153,222,222,222,-0.1839999999999995,0.009835,0.00467,0.658386063454484,0.6157022221184753,0.658386063454484,8.164398987305358,unique_starts,,,,False
110,0.07343875430524349,6,47,27,435,11,80,89,1,7.0,6.675862068965517,10,435,11,39.54545454545455,435,1222,1222,1222,-0.4749547374773685,0.009835,0.00359,0.658386063454484,1.2483050882681392,1.2483050882681392,7.111803398874989,unique_starts,,,,False
111,0.12886897730028354,76,47,46,5678,50,1122,1074,1,7.0,6.644945403311025,10,5678,50,113.56,5678,5614,5614,5614,0.0056677293659227,0.009835,0.01195,0.658386063454484,1.1664980998843535,1.1664980998843535,7.029854071701327,unique_starts,,,,False
112,0.05208635613646196,23,47,67,1908,49,425,360,1,7.0,6.713312368972747,10,1908,49,38.93877551020408,1908,1054,1054,1054,0.2883187035786629,0.009835,0.003255,0.658386063454484,0.6414720104863385,0.658386063454484,7.048507125007267,unique_starts,,,,False
114,0.12443558871746063,1,52,31,12,5,8,8,8,10.0,9.583333333333334,10,12,5,2.4,12,58,58,58,-0.6571428571428478,0.00558,0.00336,0.5689117131441633,0.7038170681089723,0.7038170681089723,10.353553390593271,unique_starts,,,,False
115,0.08813651160974252,19,52,32,1615,39,285,355,1,7.0,6.758513931888545,10,1615,39,41.41025641025641,1615,1051,1051,1051,0.2115528882220554,0.00558,0.007805,0.5689117131441633,0.5472985106568845,0.5689117131441633,7.059234887775909,unique_starts,,,,False
116,0.05185714177787304,2,52,33,139,9,42,45,3,8.0,7.920863309352518,10,139,9,15.444444444444445,139,27,0,0,0.9999999999999928,0.00558,0.00316,0.5689117131441633,0.586989255123132,0.586989255123132,8.154303349962092,unique_starts,,,,False
117,0.12416091406097014,18,52,53,1727,35,391,341,1,7.0,6.471337579617835,10,1727,35,49.34285714285714,1727,1991,1991,1991,-0.0710059171597633,0.00558,0.00707,0.5689117131441633,0.6145816993069612,0.6145816993069612,7.050572173742418,unique_starts,,,,False
119,0.11263876291923225,12,53,32,741,39,196,210,1,8.0,7.792172739541161,10,741,39,19.0,741,306,306,306,0.4154727793696271,0.00707,0.007805,0.6145816993069612,0.5472985106568845,0.6145816993069612,8.071428571428571,unique_starts,,,,False
120,0.07248335619944901,21,53,33,2430,57,508,437,1,7.0,6.740329218106996,10,2430,57,42.63157894736842,2430,245,245,245,0.8168224299065417,0.00707,0.00316,0.6145816993069612,0.586989255123132,0.6145816993069612,7.044367825470806,unique_starts,,,,False
121,0.08897475629217094,18,53,52,1991,37,412,377,1,7.0,6.509291813159217,10,1991,37,53.810810810810814,1991,1727,1727,1727,0.0710059171597633,0.00707,0.00558,0.6145816993069612,0.5689117131441633,0.6145816993069612,7.049266463908214,unique_starts,,,,False
122,0.09609923376278444,11,53,54,902,18,156,164,1,7.0,6.818181818181818,10,902,18,50.11111111111112,902,2150,2150,2150,-0.4089121887287024,0.00707,0.00308,0.6145816993069612,0.5797911426204267,0.6145816993069612,7.080064076902543,unique_starts,,,,False
123,0.06227392330765724,1,53,55,20,6,12,12,8,10.0,9.5,10,20,6,3.333333333333333,20,105,105,105,-0.6799999999999946,0.00707,0.0048,0.6145816993069612,0.3575098193411884,0.6145816993069612,10.288675134594811,unique_starts,,,,False
126,0.08410162833188811,31,54,53,2150,51,349,468,1,7.0,6.795348837209303,10,2150,51,42.15686274509804,2150,902,902,902,0.4089121887287024,0.00308,0.00707,0.5797911426204267,0.6145816993069612,0.6145816993069612,7.053528772757219,unique_starts,,,,False
127,0.056601849384605885,8,54,55,950,18,168,170,1,7.0,6.9,10,950,18,52.77777777777778,950,1964,1964,1964,-0.3479752916952641,0.00308,0.0048,0.5797911426204267,0.3575098193411884,0.5797911426204267,7.077151674981046,unique_starts,,,,False
129,0.05044998152350837,22,55,54,1964,48,388,340,1,7.0,6.6440936863543785,10,1964,48,40.91666666666666,1964,950,950,950,0.3479752916952641,0.0048,0.00308,0.3575098193411884,0.5797911426204267,0.5797911426204267,7.050767308256681,unique_starts,,,,False
130,0.07974974811077118,1,67,46,152,19,46,81,1,8.0,7.506578947368421,10,152,19,8.0,152,570,570,570,-0.5789473684210518,0.003255,0.01195,0.6414720104863385,1.1664980998843535,1.1664980998843535,8.147441956154896,unique_starts,,,,False
131,0.0755076151755121,9,67,47,1054,24,186,251,1,7.0,6.47438330170778,10,1054,24,43.91666666666666,1054,1908,1908,1908,-0.2883187035786629,0.003255,0.009835,0.6414720104863385,0.658386063454484,0.658386063454484,7.073323557510677,unique_starts,,,,False
132,0.06847639083862304,5,67,86,394,25,122,119,1,8.0,7.6091370558375635,10,394,25,15.76,394,61,61,61,0.7318681318681303,0.003255,0.008785,0.6414720104863385,1.1216278354671452,1.1216278354671452,8.09053574604252,unique_starts,,,,False
133,0.0771745964884758,17,67,87,1336,36,265,278,1,7.0,6.845059880239521,10,1336,36,37.11111111111112,1336,502,502,502,0.4537540805223066,0.003255,0.00718,0.6414720104863385,0.9820359200257924,0.9820359200257924,7.061429511683395,unique_starts,,,,False
137,0.023433055728673935,1,86,67,61,7,24,23,5,9.0,8.78688524590164,10,61,7,8.714285714285714,61,394,394,394,-0.7318681318681303,0.008785,0.003255,1.1216278354671452,0.6414720104863385,1.1216278354671452,9.204124145231932,unique_starts,,,,False
138,0.11843140529212999,51,86,87,3356,46,735,686,1,7.0,6.485995232419547,10,3356,46,72.95652173913044,3356,3397,3397,3397,-0.0060713756848807,0.008785,0.00718,1.1216278354671452,0.9820359200257924,1.1216278354671452,7.0368855556781655,unique_starts,,,,False
139,0.06521913260221482,20,86,106,1736,42,382,310,1,7.0,6.61520737327189,10,1736,42,41.333333333333336,1736,1727,1727,1727,0.0025989026855327,0.008785,0.004595,1.1216278354671452,0.8607825119832312,1.1216278354671452,7.051164451009665,unique_starts,,,,False
